movie_id,genre_id
102651,10751
102651,10749
375794,35
27586,18
27586,10402
9738,28
9738,12
9738,14
9738,878
601,878
601,12
601,10751
601,14
627,18
627,80
14160,16
14160,35
14160,10751
14160,12
1771,28
1771,12
1771,878
1969,28
1969,35
1969,37
1969,80
218,28
218,53
218,878
39254,28
39254,878
39254,18
280996,18
280996,9648
923,27
307663,53
307663,878
307663,28
307663,12
190859,10752
190859,28
292280,27
292280,53
17578,12
17578,16
17578,9648
260514,10751
260514,35
260514,16
260514,12
11679,28
11679,12
11679,80
11679,18
11679,9648
11679,53
324668,28
324668,53
1724,878
1724,28
1724,12
268,14
268,28
1949,80
1949,18
1949,9648
1949,53
767,12
767,14
767,10751
10138,12
10138,28
10138,878
955,12
955,28
955,53
9792,27
9792,53
15255,28
15255,80
15255,53
254302,18
2059,12
2059,28
2059,53
2059,9648
2133,18
340666,18
340666,53
920,16
920,12
920,35
920,10751
36648,878
36648,28
36648,27
36648,53
36648,12
36648,14
27,18
27,10402
27,10749
2005,10402
2005,35
1573,28
1573,53
267935,12
267935,10751
267935,14
568,18
58595,12
58595,14
58595,18
100402,28
100402,12
100402,878
345915,28
345915,35
345915,53
58574,12
58574,28
58574,80
58574,9648
13486,14
13486,28
13486,12
9982,16
9982,10751
9982,35
374473,18
591,53
591,9648
15159,35
15159,9648
10711,28
10711,80
10711,18
10711,53
49521,28
49521,12
49521,14
49521,878
1422,18
1422,53
1422,80
12244,28
12244,12
12244,16
12244,878
12244,53
49047,878
49047,53
49047,18
106,878
106,28
106,12
106,53
91314,878
91314,28
91314,12
138832,35
138832,80
324560,9648
324560,53
324560,37
11544,16
11544,10751
9543,12
9543,14
9543,28
9543,10749
807,80
807,9648
807,53
10538,28
10538,12
10538,53
745,9648
745,53
745,18
133805,18
133805,27
262504,12
262504,878
2105,35
2105,10749
6068,28
6068,12
6068,35
6068,10749
207932,53
141,14
141,18
141,9648
363676,18
363676,36
136797,28
136797,80
136797,18
136797,53
7220,28
7220,80
7220,18
654,80
654,18
426,9648
426,10749
426,53
792,18
792,10752
792,28
194662,18
194662,35
1535,28
1535,80
1535,53
1018,53
1018,18
1018,9648
2503,28
2503,18
2503,9648
2503,53
73,18
81870,12
81870,28
703,35
703,18
703,10749
411,12
411,10751
411,14
1271,28
1271,12
1271,10752
260346,53
260346,28
5176,37
300671,28
300671,18
300671,36
300671,53
300671,10752
8271,53
8271,18
8271,9648
10555,16
10555,28
10555,35
10555,10751
808,12
808,16
808,35
808,10751
808,14
340101,10749
340101,10752
340101,35
340101,18
2832,9648
2832,53
1584,35
1584,10402
4922,14
4922,18
4922,53
4922,9648
4922,10749
949,28
949,80
949,18
949,53
47971,28
47971,12
47971,80
567,18
567,9648
567,53
205587,18
192102,28
192102,18
192102,53
192102,80
92060,27
92060,10402
75656,53
75656,80
177677,28
177677,12
177677,53
209189,35
209189,80
871,878
871,12
871,18
871,28
407887,36
407887,18
407887,10752
407887,28
9479,14
9479,16
9479,10751
8409,28
8409,18
38810,18
41216,16
41216,12
41216,10751
41216,14
170,27
170,53
170,878
1439,18
1439,36
1439,10749
180863,80
180863,18
602,28
602,12
602,878
383785,9648
383785,28
383785,12
383785,35
156022,53
156022,28
156022,80
162,14
162,18
162,10749
181283,80
181283,53
283445,27
64682,18
64682,10749
223702,12
223702,16
223702,35
223702,14
2758,35
2758,10751
2758,14
863,16
863,35
863,10751
310307,18
310307,36
10802,18
10144,16
10144,10751
278927,10751
278927,12
278927,18
278927,14
5203,18
5203,10749
11185,80
11185,35
22804,27
22804,9648
425,16
425,35
425,10751
425,12
869,53
869,878
869,28
869,12
271718,35
12155,10751
12155,14
12155,12
23483,28
23483,80
290595,28
290595,12
290595,18
49018,27
49018,53
166424,28
166424,12
166424,878
376581,35
8326,12
8326,10751
8326,18
8326,35
319,28
319,53
319,80
319,10749
241239,80
241239,18
241239,53
242,80
242,18
242,53
382591,18
382591,35
128,12
128,14
128,16
43074,28
43074,14
43074,35
714,12
714,28
714,53
8005,35
8077,878
8077,28
8077,27
185,878
185,18
408647,878
408647,16
408647,28
334543,18
324849,28
324849,16
324849,35
324849,10751
324849,14
36586,14
36586,27
36586,28
36586,53
335791,9648
335791,18
335791,27
415,28
415,80
415,14
345009,53
345009,10752
321258,27
321258,9648
321258,53
256961,28
256961,35
256961,10751
8844,12
8844,14
8844,10751
47933,28
47933,12
47933,878
37799,18
137116,12
137116,16
137116,35
137116,10751
10193,16
10193,10751
10193,35
1734,12
1734,28
1734,14
1124,18
1124,9648
1124,53
256924,35
256924,18
256924,10402
9502,12
9502,16
9502,10751
9502,35
16869,18
16869,28
16869,53
16869,10752
9804,12
9804,28
8009,12
8009,28
8009,14
9487,12
9487,16
9487,35
9487,10751
10693,16
10693,10402
10693,10751
10693,12
10693,14
241554,28
241554,80
241554,18
241554,9648
241554,53
136799,12
136799,16
136799,10751
1091,27
1091,9648
1091,878
381284,18
429,37
856,14
856,16
856,35
856,80
856,10751
275601,35
275601,18
275601,10402
6114,10749
6114,27
608,28
608,12
608,35
608,878
1988,18
1988,53
979,18
979,53
979,80
979,9648
2323,18
2323,14
34544,53
34544,28
34544,12
34544,35
34544,80
290098,53
290098,18
290098,10749
9023,37
9023,16
9023,12
9023,35
9023,10751
411638,53
288,37
14161,28
14161,12
14161,878
1593,28
1593,12
1593,35
1593,10751
1593,14
950,16
950,10751
950,35
950,12
3133,80
3133,18
794,27
794,53
562,28
562,53
14836,16
14836,10751
22803,18
22803,80
22803,53
402,53
402,9648
41439,27
41439,80
70981,878
70981,12
70981,9648
10198,10749
10198,10751
10198,16
10198,10402
17692,53
17692,27
97,878
97,28
97,12
13183,28
13183,9648
13183,878
47763,27
342473,16
342473,10751
342473,12
342473,35
2055,37
133121,16
1808,18
1808,10402
334533,12
334533,35
334533,18
334533,10749
534,28
534,878
534,53
389,18
12092,16
12092,12
12092,10751
12092,14
168672,18
168672,80
308266,35
308266,80
308266,18
265208,53
265208,80
265208,18
64635,28
64635,878
64635,12
64635,53
1362,12
1362,16
1362,10751
137106,12
137106,16
137106,35
137106,10751
137106,14
184,35
184,80
184,10749
2978,35
2978,14
345938,18
345938,14
286873,12
106646,80
106646,18
106646,35
19913,35
19913,18
19913,10749
82675,28
82675,80
82675,53
203833,18
8681,28
8681,53
812,16
812,10751
812,35
812,12
812,14
812,10749
13186,27
13186,53
147441,12
147441,18
147441,28
49017,27
49017,28
49017,18
49017,14
49017,10752
310135,28
310135,12
310135,35
310135,878
629,18
629,80
629,53
1495,18
1495,28
1495,12
1495,36
1495,10752
1631,18
291870,35
222935,10749
222935,18
62211,16
62211,10751
408,14
408,16
408,10751
74997,18
74997,27
74997,80
11296,18
11296,36
10525,35
10525,18
10525,10749
76492,16
76492,35
76492,10751
76492,14
809,12
809,16
809,35
809,10751
809,14
604,12
604,28
604,53
604,878
407531,27
407531,53
321697,18
321697,36
241254,53
241254,28
6537,27
6537,18
6537,53
19959,28
19959,878
19959,53
8363,35
38234,28
38234,53
11635,35
15592,35
15592,18
10320,18
10320,27
10320,53
429662,18
429662,36
9016,12
9016,16
9016,10751
9016,14
9016,878
953,10751
953,16
4935,14
4935,16
4935,12
412202,18
10681,16
10681,10751
77338,18
77338,35
290250,28
290250,35
290250,80
290250,53
13818,35
13818,18
13818,10749
24831,27
400928,18
8916,12
8916,16
8916,35
8916,10751
132232,27
334524,53
334524,12
334524,18
8067,14
8067,18
8067,35
8067,53
8067,878
8067,10749
243688,27
243688,53
193893,35
2024,18
2024,36
2024,10752
2024,28
115,35
115,80
310,14
310,35
16335,27
16335,53
14168,18
14168,37
369299,35
369299,10749
1669,28
1669,12
1669,53
241258,27
241258,53
38167,18
11448,35
11448,10749
311324,28
311324,12
311324,14
253312,18
253312,35
253312,878
62177,16
62177,12
62177,35
62177,10751
62177,28
62177,14
12123,28
12123,18
12123,878
12123,53
254470,35
254470,10402
244316,28
244316,27
244316,53
14784,12
14784,14
14784,18
1995,12
1995,14
1995,28
1995,53
417320,10770
417320,10751
417320,28
417320,35
417320,10402
417320,12
926,35
926,10751
926,878
11324,18
11324,53
11324,9648
15,9648
15,18
16871,27
16871,53
87,12
87,28
9495,14
9495,28
9495,53
954,12
954,28
954,53
339692,18
339692,80
339692,53
60308,18
2064,35
2064,18
2064,10749
54138,28
54138,12
54138,878
607,28
607,12
607,35
607,878
167032,27
167032,53
9362,28
9362,27
387426,12
387426,18
387426,14
387426,878
12230,12
12230,16
12230,35
12230,10751
5966,35
5966,10749
787,28
787,35
787,18
787,53
5924,80
5924,18
37136,35
37136,80
956,12
956,28
956,53
116149,10751
116149,35
10528,28
10528,12
10528,80
10528,9648
9044,18
4442,12
4442,14
4442,28
4442,35
4442,53
257211,35
6282,35
6282,18
6282,10402
6282,10749
1893,12
1893,28
1893,878
1654,28
1654,12
1654,10752
75,35
75,14
75,878
343611,28
405775,18
405775,53
405775,10752
335,37
13053,16
13053,10751
13053,12
13053,35
8078,878
8078,27
8078,28
6977,80
6977,18
6977,53
409,18
409,10749
409,10752
287903,27
287903,35
287903,14
31586,35
31586,18
31586,10751
31586,14
31586,878
866,18
30497,27
16985,35
31908,36
31908,18
1924,28
1924,12
1924,14
1924,878
19494,35
77,9648
77,53
10386,12
10386,16
10386,10751
10386,14
10386,878
11866,28
11866,12
11866,18
11866,53
769,18
769,80
5915,12
5915,18
1927,18
1927,28
1927,878
845,80
845,18
845,53
15764,18
15764,10749
18360,12
18360,14
18360,28
18360,35
18360,10751
100042,35
9297,16
9297,35
9297,10751
9297,14
215,27
64690,18
64690,28
64690,53
64690,80
652,12
652,18
652,10752
360606,10770
360606,35
605,12
605,28
605,53
605,878
13475,878
13475,28
13475,12
24038,27
9445,18
9445,53
341006,28
341006,27
341006,53
755,27
755,28
755,53
755,80
3093,80
3093,9648
3093,53
437,53
437,878
437,9648
10946,99
68737,12
68737,14
150,53
150,28
150,35
150,80
150,18
9950,18
23830,18
23830,10749
13192,14
13192,10402
10731,18
10731,53
10731,80
10731,9648
339964,12
339964,878
339964,28
647,28
647,12
647,16
647,14
11036,10749
11036,18
11893,28
11893,53
143,18
143,10752
68724,878
68724,28
68724,18
68724,53
9361,28
9361,12
9361,18
9361,36
9361,10749
9361,10752
30502,35
30502,10751
11249,18
11249,27
11249,35
58224,35
58224,10751
235,80
235,18
6520,28
6520,12
6520,18
6520,10749
9433,28
9433,12
9433,18
10937,35
10937,18
10937,10749
353070,80
353070,35
353070,18
2493,12
2493,10751
2493,14
2493,35
2493,10749
19899,35
19899,10749
1572,28
1572,53
37735,35
10128,80
10128,878
10128,53
140823,35
140823,18
140823,36
433,35
433,10751
433,14
1648,12
1648,35
1648,878
209185,35
9870,35
9870,10749
9870,18
18487,53
18487,18
18487,80
9836,16
9836,35
6521,18
6521,53
489,18
9359,28
9359,12
9359,35
9359,18
9359,37
435,28
435,12
435,878
435,53
4244,14
4244,35
4244,10751
36647,27
36647,28
272548,35
267860,28
267860,80
267860,53
334074,53
1585,18
1585,10751
1585,14
253279,18
298312,27
298312,53
1700,18
1700,53
888,14
888,35
888,10751
346,28
346,18
74725,27
74725,53
74725,80
187,28
187,53
187,80
364,28
364,14
86828,35
86828,878
320588,35
320588,18
320588,10749
36950,18
13922,28
13922,36
13922,10752
250124,18
250124,10749
328387,9648
328387,12
328387,80
49948,16
49948,10751
49948,10402
85889,80
85889,18
85889,35
4547,80
4547,18
4547,53
9532,27
598,18
598,80
20766,12
20766,18
9208,28
9208,12
9208,18
9208,53
132923,80
132923,53
12105,16
12105,14
12105,10402
214,27
214,53
214,80
190955,53
190955,80
190955,18
201088,80
201088,18
201088,9648
9449,12
9449,14
9449,28
9449,35
9449,10751
86834,18
86834,12
7551,28
7551,53
7551,878
3131,18
3131,36
3131,80
286532,35
204922,9648
204922,53
169917,80
169917,18
169917,9648
169917,53
13665,35
13665,18
13665,10749
98548,18
747,27
747,35
9549,18
9549,36
138843,27
138843,53
49040,28
49040,53
64686,18
64686,28
64686,12
64686,14
1571,28
1571,53
76163,28
76163,12
76163,53
392207,53
265177,18
1921,18
1921,10749
2667,27
2667,9648
122081,18
122081,80
2649,18
2649,53
2649,9648
15765,18
15765,10402
13564,27
13564,53
22970,27
22970,53
423,18
423,10752
10428,28
10428,80
10428,53
10428,18
262841,28
262841,35
262841,878
13223,18
89,12
89,28
280002,53
280002,27
11351,27
11351,53
152532,18
152532,36
1541,18
1541,53
1541,80
1541,12
2270,12
2270,14
2270,10749
2270,10751
1368,28
1368,12
1368,53
1368,10752
1366,18
259693,27
1257,35
5528,18
49519,12
49519,16
49519,35
49519,10751
49519,14
27578,53
27578,12
27578,28
8456,18
8456,28
138103,28
138103,12
138103,53
11371,28
11371,80
11371,53
587,12
587,14
587,18
9844,35
9844,18
109091,53
109091,80
109091,18
2900,18
2900,878
2900,53
5767,35
5767,18
5767,10749
1913,18
140300,28
140300,12
140300,16
140300,35
140300,10751
590,18
710,12
710,28
710,53
38757,16
38757,10751
44982,18
44982,53
9741,878
9741,53
9741,18
49529,28
49529,12
49529,878
13342,35
25059,12
25059,35
25059,18
25059,10751
203801,35
203801,28
203801,12
11360,16
11360,10751
75612,28
75612,878
75612,12
75612,9648
61537,35
61537,80
61537,18
61537,9648
61537,53
11853,28
11853,12
11853,35
11853,18
11853,37
314365,18
314365,53
314365,36
10437,35
10437,10751
10437,14
10437,18
244761,18
244761,53
244761,80
13405,18
13405,10752
308504,28
308504,12
241259,10751
241259,14
876,28
876,12
876,14
876,878
10529,14
10529,28
10529,878
19997,80
19997,18
19997,53
22175,9648
22175,27
22175,53
11902,10752
11902,18
11902,35
1892,12
1892,28
1892,878
404,18
345920,18
345920,10749
24123,18
24123,35
24123,10749
10634,35
200727,35
200727,10749
388399,80
388399,18
388399,53
13528,18
13528,9648
13528,53
13528,80
325348,28
325348,12
325348,878
356305,35
228967,28
228967,35
22798,18
879,12
879,14
879,35
879,10751
9475,18
1623,80
1623,18
82693,18
82693,35
82693,10749
19,18
19,878
11412,80
11412,28
11412,9648
11412,53
302,53
302,80
127380,12
127380,16
127380,35
127380,10751
70,18
944,28
944,12
944,35
944,80
944,53
228194,18
341013,28
341013,53
9282,80
9282,18
9282,53
48138,28
48138,9648
48138,53
72784,53
120467,35
120467,18
4348,18
4348,10749
11224,10751
11224,14
11224,16
11224,10749
2048,28
2048,878
1907,18
1907,12
1907,10749
1907,53
333371,53
333371,878
333371,18
10191,14
10191,12
10191,16
10191,10751
563,12
563,28
563,53
563,878
109451,16
109451,10751
109451,35
9598,14
9598,18
9598,35
9598,10751
9876,28
9876,35
20504,28
20504,53
20504,878
8273,35
8273,10749
312791,27
312791,53
9360,12
9360,27
9360,53
24253,18
24253,28
24253,53
24253,80
24253,9648
302401,18
302401,53
10331,27
5925,12
5925,18
5925,36
5925,53
5925,10752
928,35
928,27
928,14
11202,18
11202,36
11202,10752
11023,80
11023,18
686,18
686,878
686,9648
27854,18
27854,36
27854,10749
27854,53
11963,28
11963,53
11963,9648
14623,28
14623,12
14623,35
14623,10751
14623,14
14623,878
10694,35
10694,53
10694,28
10694,80
14676,28
14676,12
14676,18
14676,37
5971,35
5971,80
5971,18
153158,16
153158,12
153158,10749
29963,18
29963,10749
123553,28
123553,12
123553,18
123553,9648
123553,10749
123553,14
75802,35
75802,10749
10782,28
10782,18
10782,9648
10782,53
10782,80
13027,9648
13027,53
13027,28
10360,18
10360,36
393519,18
393519,27
665,28
665,12
665,18
665,36
75174,28
75174,18
75174,53
13446,35
13446,18
23742,28
23742,35
23742,80
11186,18
11186,27
258509,12
258509,16
258509,35
258509,10751
8069,878
35,16
35,35
35,10751
115782,18
115782,36
278924,28
278924,80
278924,53
3036,18
3036,27
3036,878
3036,10749
1621,35
595,80
595,18
368031,27
368031,53
9340,12
9340,35
9340,10751
10882,14
10882,16
10882,10749
10882,10751
5255,12
5255,16
5255,10751
5255,14
4258,35
8834,28
8834,18
8834,9648
8834,53
10998,10749
10998,18
10998,53
10998,27
10998,9648
56292,28
56292,53
56292,12
1735,12
1735,28
1735,14
9604,28
9604,80
7485,28
7485,18
7485,9648
7485,53
7485,80
15512,16
15512,10751
15512,12
15512,878
10972,27
10972,9648
770,18
770,10749
770,10752
68734,18
68734,53
2124,18
2124,9648
2124,10749
2124,53
34584,18
34584,10751
34584,14
34584,12
11823,35
11823,10749
9762,10402
9762,18
9762,10749
9762,80
2087,18
2087,28
2087,53
162215,18
162215,28
162215,53
162215,10752
1883,18
1883,36
9037,35
9037,18
9037,10751
9037,10402
9037,10749
13207,27
10895,16
10895,10751
107846,28
107846,53
1597,35
1597,10749
11636,28
11636,53
11636,80
11636,18
11216,18
11216,10749
376867,18
62764,12
62764,14
62764,18
62764,35
62764,878
62764,10751
68730,18
68730,36
217923,28
217923,80
217923,14
217923,12
13823,18
45317,18
264660,18
264660,878
854,10749
854,35
854,80
854,14
192141,28
192141,53
110415,28
110415,878
110415,18
60405,10751
60405,10402
10592,18
10592,10752
9693,18
9693,28
9693,53
9693,878
13596,10749
13596,35
811,12
811,18
811,878
5279,18
5279,9648
5279,53
36763,27
36763,18
36763,9648
36763,53
9012,99
9012,35
103,80
103,18
594,35
594,18
9679,28
9679,80
9679,53
9902,27
9902,53
31005,10749
31005,18
1894,12
1894,28
1894,878
810,14
810,12
810,16
810,35
810,10751
10395,14
297596,53
297596,18
10117,28
10117,12
10117,35
10117,80
10117,18
11970,16
11970,10751
11970,14
11970,12
11970,35
11970,10749
44826,12
44826,18
44826,10751
87827,12
87827,18
87827,28
88,18
88,10402
88,10749
1581,35
1581,10749
2275,80
2275,18
2275,9648
2275,53
297,14
297,18
297,9648
124905,28
124905,878
124905,53
376290,18
376290,53
6466,27
107,53
107,80
188222,35
172828,35
172828,27
378,35
378,80
1375,18
606,18
3175,18
3175,10749
3175,10752
11449,18
11449,27
11449,53
9654,28
9654,80
9298,35
7840,12
7840,28
7840,18
7840,14
13813,28
13813,18
13813,36
13813,10752
212,35
212,80
44912,12
44912,28
44912,53
44912,878
817,12
817,35
817,80
817,878
11031,35
11031,10402
262543,53
262543,878
1632,53
1632,80
1632,18
38985,28
38985,53
38985,12
119283,28
119283,80
1391,18
1391,10749
9645,27
9645,9648
9645,53
363992,80
363992,18
363992,36
363992,10770
296523,18
296523,53
784,10402
784,18
784,35
600,18
600,10752
433244,53
383121,28
383121,35
29702,27
29702,9648
29702,53
617,53
128216,99
289,18
289,10749
267193,28
267193,35
411088,9648
411088,80
411088,53
17466,28
17466,80
17466,18
17466,9648
17466,53
10048,28
10847,12
10847,18
10847,53
9036,12
9036,18
9036,10751
400136,28
400136,12
400136,16
400136,27
400136,9648
400136,878
34388,53
89008,35
89008,10749
89008,18
269173,53
269173,28
269173,878
13279,18
13279,80
13279,53
28032,16
28032,18
28032,10751
28032,14
9416,28
9416,12
9416,35
11708,10402
11708,12
11708,14
11708,35
11708,10751
4349,53
4349,28
4349,18
152601,10749
152601,878
152601,18
80321,16
80321,10751
12572,35
12572,18
12572,10749
1934,10749
1934,36
820,18
820,53
820,36
333484,12
333484,28
333484,37
9947,28
9947,14
266294,35
24016,12
24016,18
24016,10749
22894,27
22538,28
22538,12
22538,35
658,12
658,28
658,53
9825,27
9825,35
9825,28
9825,878
9825,53
157847,18
23629,28
23629,14
23629,53
12095,80
12095,28
12095,27
12095,53
109424,28
109424,18
109424,53
1620,28
1620,80
1620,18
1620,53
10994,18
22824,9648
22824,878
22824,53
565,27
565,9648
15120,28
15120,35
